 央视频道,#genre#
江苏卫视,http://cfyy.cc/api/ysp/jsws.m3u8
山东卫视,http://cfyy.cc/api/ysp/sdws.m3u8
安徽卫视,http://cfyy.cc/api/ysp/ahws.m3u8
重庆卫视,http://cfyy.cc/api/ysp/cqws.m3u8
四川卫视,http://cfyy.cc/api/ysp/scws.m3u8
江西卫视,http://cfyy.cc/api/ysp/jxws.m3u8
河南卫视,http://cfyy.cc/api/ysp/hnws.m3u8
河北卫视,http://cfyy.cc/api/ysp/hbws.m3u8
湖北卫视,http://cfyy.cc/api/ysp/fbws.m3u8
东南卫视,http://cfyy.cc/api/ysp/dnws.m3u8
天津卫视,http://cfyy.cc/api/ysp/tjws.m3u8
黑龙江卫视,http://cfyy.cc/api/ysp/hljws.m3u8
辽宁卫视,http://cfyy.cc/api/ysp/lnws.m3u8
深圳卫视,http://cfyy.cc/api/ysp/szws.m3u8
广东卫视,http://cfyy.cc/api/ysp/gdws.m3u8
广西卫视,http://cfyy.cc/api/ysp/gxws.m3u8
贵州卫视,http://cfyy.cc/api/ysp/gzws.m3u8
海南卫视,http://cfyy.cc/api/ysp/hinws.m3u8
新疆卫视,http://cfyy.cc/api/ysp/xjws.m3u8

湖南卫视,http://110.183.27.48:808/hls/21/index.m3u8
东方卫视,http://110.183.27.48:808/hls/22/index.m3u8
辽宁卫视,http://110.183.27.48:808/hls/23/index.m3u8
浙江卫视,http://110.183.27.48:808/hls/24/index.m3u8
安徽卫视,http://110.183.27.48:808/hls/25/index.m3u8
江苏卫视,http://110.183.27.48:808/hls/26/index.m3u8
北京卫视,http://110.183.27.48:808/hls/27/index.m3u8
东南卫视,http://110.183.27.48:808/hls/28/index.m3u8
山东卫视,http://110.183.27.48:808/hls/39/index.m3u8
山西卫视,http://110.183.27.48:808/hls/53/index.m3u8
广东卫视,http://110.183.27.48:808/hls/33/index.m3u8
广西卫视,http://110.183.27.48:808/hls/34/index.m3u8
深圳卫视,http://110.183.27.48:808/hls/35/index.m3u8
河北卫视,http://110.183.27.48:808/hls/50/index.m3u8
河南卫视,http://110.183.27.48:808/hls/40/index.m3u8
重庆卫视,http://110.183.27.48:808/hls/38/index.m3u8
湖北卫视,http://110.183.27.48:808/hls/37/index.m3u8
天津卫视,http://110.183.27.48:808/hls/44/index.m3u8
黑龙江卫视,http://110.183.27.48:808/hls/36/index.m3u8
吉林卫视,http://110.183.27.48:808/hls/45/index.m3u8
贵州卫视,http://110.183.27.48:808/hls/31/index.m3u8
四川卫视,http://110.183.27.48:808/hls/30/index.m3u8
江西卫视,http://110.183.27.48:808/hls/42/index.m3u8
陕西卫视,http://110.183.27.48:808/hls/41/index.m3u8
云南卫视,http://110.183.27.48:808/hls/47/index.m3u8
甘肃卫视,http://110.183.27.48:808/hls/43/index.m3u8
青海卫视,http://110.183.27.48:808/hls/46/index.m3u8
宁夏卫视,http://110.183.27.48:808/hls/49/index.m3u8
西藏卫视,http://110.183.27.48:808/hls/51/index.m3u8
新疆卫视,http://110.183.27.48:808/hls/52/index.m3u8
内蒙古卫视,http://110.183.27.48:808/hls/48/index.m3u8
